age,location,policy_type,gender,income_bracket,policy_duration_months,coverage_amount,premium_paid,vehicle_age,late_payments,previous_claims,claim_frequency,premium_to_coverage,has_late_payments,high_risk_location,young_and_risky,high_claim_risk,underinsured,age_risk,claim_severity,claims_and_location
38,0,0,0,0,73,3009287.1226288634,44717.85244398637,3.3406028779754693,4,2,0.3282275711159738,0.014859948709820055,1,0,0,0,0,0,2739.3507738665935,0
78,2,1,1,1,98,3221563.876200668,21460.509160693007,6.719034995704991,3,0,0.0,0.006661519038196797,1,1,0,0,1,0,0.0,0
74,3,0,1,0,119,4675179.4621368,9108.3204545732,1.117229590279647,3,2,0.2014775016789792,0.0019482290485011529,1,0,0,0,1,0,1680.5310478111082,0
53,0,2,0,0,18,4765953.5614643125,3979.775689387533,15.0556725156964,1,0,0.0,0.0008350428995397808,1,0,0,0,1,0,0.0,0
27,0,0,1,0,75,2500130.954769786,39290.61525810378,13.822896916940609,1,1,0.1597444089456869,0.015715422836547963,1,0,0,0,0,1,1333.1555792560991,0
54,3,0,0,1,103,1082903.8895616066,41586.89582888473,10.297328435647833,2,0,0.0,0.03840312685707421,1,0,0,0,0,0,0.0,0
26,3,0,0,1,106,1273975.204164124,4920.401917187796,19.573633017958368,4,0,0.0,0.0038622430503219424,1,0,0,0,1,1,0.0,0
41,2,2,0,1,115,543490.1503751987,27588.807429947,6.396052184944264,2,0,0.0,0.050762294226083235,1,1,0,0,0,0,0.0,0
52,0,0,0,0,74,1435371.4321744952,33011.16757228077,17.808890534347036,4,0,0.0,0.022998344959595254,1,0,0,0,0,0,0.0,0
66,4,2,0,0,85,4561366.910612833,45505.42893189338,3.635127165568859,5,0,0.0,0.009976270211075148,1,0,0,0,1,0,0.0,0
52,0,2,1,1,26,1854780.5399208004,3364.9608540287145,19.10128033414162,3,1,0.4594180704441042,0.0018142096940645615,1,0,0,0,1,0,3844.675124951941,0
65,2,2,0,2,69,3166127.0330757024,18029.056647484114,5.776221406874907,0,0,0.0,0.0056943566705301785,0,1,0,0,1,0,0.0,0
53,0,2,0,0,18,4907154.555932766,6850.446637341661,16.12490379779086,2,2,1.3245033112582782,0.0013960119954035948,1,0,0,0,1,0,11104.941699056079,0
35,2,0,0,0,117,578344.7306509062,22003.30170693028,2.245628969081541,3,0,0.0,0.0380453044012579,1,1,0,0,0,0,0.0,0
66,0,1,1,0,66,3888120.335292053,19235.90388466201,8.183535821703886,2,1,0.18148820326678766,0.004947353007721041,1,0,0,0,1,0,1514.9219815179517,0
56,1,0,1,1,97,3513467.474973356,30171.84501730608,19.318152904557905,4,1,0.12355848434925865,0.008587483773892072,1,1,0,0,1,0,1030.8215647871352,1
49,0,1,0,1,64,4104248.579917376,34081.612960358645,6.224921450044012,2,2,0.3742981908920774,0.008303983594971462,1,0,0,0,1,0,3124.511795032026,0
41,0,0,0,2,33,728988.7499204578,48261.77355479796,15.610827216415595,0,0,0.0,0.06620372796977549,0,0,0,0,0,0,0.0,0
40,2,0,1,2,114,2533814.5545206154,8980.013225296761,9.688822423850285,2,1,0.10515247108307045,0.003544068832438705,1,1,0,0,1,0,877.1160424524164,1
79,3,2,1,0,96,3178404.0940760234,40161.63571617875,12.106452076742224,3,1,0.12484394506866417,0.012635786514582898,1,0,0,0,0,0,1041.5581710238516,0
49,4,0,1,0,32,3812415.049665074,42456.32802424687,11.97090585816246,5,2,0.7471980074719802,0.011136334150347397,1,0,0,0,0,0,6248.047485160888,0
54,0,1,0,0,101,3577529.140708609,28688.472271469072,11.404663173093244,3,0,0.0,0.008019074356329616,1,0,0,0,1,0,0.0,0
29,2,1,0,2,117,2876283.657749874,39601.47557879805,9.667460085071156,3,1,0.10245901639344263,0.013768278846355378,1,1,1,0,0,1,854.627809588924,1
66,2,1,0,1,85,2372380.688949867,18132.525406751363,3.812135483960486,0,0,0.0,0.007643176921300075,0,1,0,0,1,0,0.0,0
72,0,0,0,2,100,4711490.98775192,2697.630966592491,0.2449274888575159,0,0,0.0,0.0005725641772168644,0,0,0,0,1,0,0.0,0
30,0,0,0,0,81,949818.3418139062,8384.001441863009,13.547262900967157,5,0,0.0,0.00882695246501791,1,0,0,0,1,0,0.0,0
40,2,2,0,2,26,1061487.730035874,9203.532261392162,14.119474624424983,0,1,0.4594180704441042,0.008670408441157426,0,1,0,0,1,0,3844.675124951941,1
42,4,0,0,1,73,599811.7352731264,43892.65509380606,15.477112879741227,1,1,0.1641137855579869,0.07317738513743072,1,0,0,0,0,0,1369.6753869332967,0
52,2,0,0,2,35,607726.2053348414,47936.77313666373,18.617039283240008,5,0,0.0,0.07887889633040071,1,1,0,0,0,0,0.0,0
58,1,0,0,2,63,4373768.207240836,20728.299974756937,3.251199617896927,3,1,0.19011406844106465,0.0047392314693423,1,1,0,0,1,0,1587.0496746548167,1
47,1,2,1,1,91,3052293.806230917,33159.57025205527,17.809654262094654,3,3,0.39508340649692714,0.010863819883828193,1,1,0,0,0,0,3296.3410614218215,3
34,0,0,1,2,112,4678702.533742635,15864.137538138522,4.717296660010682,0,0,0.0,0.0033907129999865998,0,0,0,0,1,0,0.0,0
66,2,0,0,2,79,4439982.085752509,22833.13349566655,10.843400078137428,1,1,0.15166835187057634,0.005142618371706899,1,1,0,0,1,0,1265.6625743576762,1
79,2,0,0,1,29,1537546.8371740645,31413.276821917378,5.187093875632193,5,0,0.0,0.02043077703918644,1,1,0,0,0,0,0.0,0
37,0,0,1,0,116,3224525.359377582,42952.99976238929,2.7777931400470024,5,0,0.0,0.013320720057066988,1,0,0,0,0,0,0.0,0
65,3,1,0,0,48,1928216.680885668,21912.13126012864,1.0284125497064789,1,3,0.7481296758104738,0.011363936098937079,1,0,0,0,0,0,6248.698187877526,0
42,0,2,1,1,86,4387073.3376427,35250.9087466879,6.872326921749307,0,1,0.13934045517882024,0.008035176518220107,0,0,0,0,1,0,1162.655505173817,0
39,4,0,1,0,88,3684544.770373632,13188.444523736238,19.42655044921431,1,0,0.0,0.0035793959118061965,1,0,0,0,1,0,0.0,0
30,0,0,0,1,17,661232.0909812723,17100.863808415517,9.451041026050326,0,0,0.0,0.025862119795814112,0,0,0,0,0,0,0.0,0
76,0,2,1,1,44,1303777.2961973045,11754.793906315384,0.7515065518796593,3,1,0.271985494106981,0.009015952226228193,1,0,0,0,1,0,2272.2108611679164,0
36,0,0,1,2,47,3305015.291506907,43387.24026097633,13.49308972994433,2,0,0.0,0.013127697242791619,1,0,0,0,0,0,0.0,0
66,1,0,0,1,32,1268365.289574433,6806.024413443216,4.036030482560038,3,2,0.7471980074719802,0.005365981248246701,1,1,0,0,1,0,6248.047485160888,2
53,0,1,0,0,106,2693491.5228910944,38728.87243489163,1.1682649257450173,3,0,0.0,0.01437868727707545,1,0,0,0,0,0,0.0,0
29,1,0,0,0,63,1259055.8021502194,31961.622016027464,15.85157352038622,4,1,0.19011406844106465,0.025385389358906423,1,1,1,0,0,1,1587.0496746548167,1
78,1,0,1,0,29,3428506.177902976,32850.00416372648,8.924498976488131,3,0,0.0,0.009581433534999387,1,1,0,0,1,0,0.0,0
58,2,1,1,0,28,421326.9182399024,43970.05168022621,19.543826070230185,4,0,0.0,0.1043608863642102,1,1,0,0,0,0,0.0,0
36,0,0,0,1,20,3620066.589674796,27009.60917589965,14.295205149123577,1,1,0.5964214711729622,0.007461080737665442,1,0,0,0,1,0,4997.501249375312,0
29,1,0,1,1,90,1718190.7409600215,4716.041119585767,5.771682559462478,0,1,0.13315579227696406,0.0027447715668069608,0,1,1,0,1,1,1110.9876680368848,1
26,0,0,0,2,40,2294929.7436483963,46625.201308903,19.627689801880884,1,1,0.29910269192422734,0.020316613715421983,1,0,0,0,0,1,2499.3751562109474,0
24,2,0,1,0,15,2443704.805690378,17531.343154441423,17.416237288745503,5,0,0.0,0.007174083809909175,1,1,1,0,1,1,0.0,0
45,0,2,1,0,99,1012165.8569890086,2458.9091171277714,6.321100309009378,1,0,0.0,0.0024293539204622017,1,0,0,0,1,0,0.0,0
31,4,1,0,0,86,4713687.651563622,27124.95371003053,5.81064479294453,2,1,0.13934045517882024,0.005754508074689161,1,0,0,0,1,0,1162.655505173817,0
48,2,0,0,0,99,50806.53339713584,18563.517037670063,10.04856236267701,0,0,0.0,0.36537650067169414,0,1,0,0,0,0,0.0,0
69,1,0,0,1,119,1895102.6319706356,45676.538542499016,10.835430938963071,5,0,0.0,0.024102408772435645,1,1,0,0,0,0,0.0,0
36,1,1,1,2,23,686225.0885630164,26024.376774752374,11.572890864983382,2,0,0.0,0.037923965225475566,1,1,0,0,0,0,0.0,0
75,0,1,0,1,73,1831627.0147763256,3615.539873411228,4.350587055738502,5,1,0.1641137855579869,0.0019739498404991868,1,0,0,0,1,0,1369.6753869332967,0
64,0,0,0,0,42,564536.941499528,12665.196600500323,1.093457919022085,2,0,0.0,0.02243466360680008,1,0,0,0,0,0,0.0,0
33,3,2,1,2,79,1924598.480974964,11935.565532403269,10.830431315209626,2,0,0.0,0.006201587286061387,1,0,0,0,1,0,0.0,0
70,4,2,0,0,115,1009703.508899441,38439.289908907886,12.127704270803816,3,2,0.20847810979847115,0.0380698781270031,1,0,0,0,0,0,1738.9792191983306,0
22,0,1,1,1,55,2791235.748770909,4227.388168238143,19.158782403197264,1,1,0.2177068214804064,0.0015145220732266733,1,0,0,0,1,1,1817.8512997636794,0
52,1,1,0,0,31,109188.5861954528,16948.890575945097,10.873503172330238,0,1,0.3856041131105399,0.15522583096137416,0,1,0,0,0,0,3224.766204450177,1
29,2,1,1,2,17,2555183.9654767723,33867.03453648576,3.1262501877492355,3,0,0.0,0.013254245041266158,1,1,1,0,0,1,0.0,0
42,2,1,1,0,56,1449674.6765284238,31055.47072789399,6.145453793674134,2,0,0.0,0.021422372216668407,1,1,0,0,0,0,0.0,0
69,0,0,0,2,80,1641219.1108405164,32733.17600449253,1.0392875180610517,2,0,0.0,0.019944427644572476,1,0,0,0,0,0,0.0,0
76,0,0,1,1,70,1805670.6920684616,28408.83618809054,0.3078203668555002,5,1,0.17113519680547634,0.015733121302542695,1,0,0,0,0,0,1428.36737608913,0
38,0,0,0,1,25,3280966.1551806084,9610.066517141697,9.559113326284656,2,1,0.47770700636942676,0.0029290355442030866,1,0,0,0,1,0,3998.400639744102,0
53,3,2,1,1,90,3800973.058996014,34042.242255094905,13.239837705960642,2,1,0.13315579227696406,0.008956191384983108,1,0,0,0,1,0,1110.9876680368848,0
70,1,0,1,1,92,1682036.800609147,47596.408052917686,19.02804555320898,4,2,0.26052974381241856,0.028296888482292323,1,1,0,0,0,0,2173.676774263667,2
40,1,2,1,0,90,4628709.842488578,3013.722849514325,12.670815666866952,4,1,0.13315579227696406,0.0006510934894512838,1,1,0,0,1,0,1110.9876680368848,1
33,4,1,0,0,36,3743872.92313468,18729.859447739505,3.621278873386245,5,2,0.6644518272425249,0.00500280318863742,1,0,0,0,1,0,5554.012774229381,0
74,2,0,1,0,118,2048995.067133937,15287.689290505472,18.144675371157607,2,1,0.1015916017609211,0.007461066871809843,1,1,0,0,1,0,847.3858147614609,1
56,3,2,0,1,25,534126.6425860572,8257.912000097604,17.598718776038638,4,0,0.0,0.015460587784031445,1,0,0,0,0,0,0.0,0
62,1,0,0,0,103,2823683.3902691607,13956.300057175891,8.152223688832073,0,0,0.0,0.004942586713455745,0,1,0,0,1,0,0.0,0
70,0,0,1,1,69,3088138.4712510686,2246.4025269391022,10.449763251446573,2,3,0.5208333333333334,0.0007274293366627258,1,0,0,0,1,0,4347.19605854224,0
59,4,1,1,0,42,724716.2814888463,32495.28439861744,9.9872826306834,4,1,0.2849002849002849,0.04483862827460332,1,0,0,0,0,0,2380.38562247084,0
75,1,2,0,0,120,4267521.140616858,31009.61752722475,8.806856344984983,4,0,0.0,0.0072664238635917235,1,1,0,0,1,0,0.0,0
56,0,0,1,1,38,1938069.6108882453,25668.4966341196,6.59539344656597,1,0,0.0,0.013244362512815902,1,0,0,0,0,0,0.0,0
31,0,2,1,1,52,804232.1149517442,16387.434526224017,19.736592975054126,1,1,0.23023791250959327,0.020376498299178612,1,0,0,0,0,0,1922.7071716977505,0
48,0,0,0,0,63,2628349.807405021,48833.78642292505,18.16441474386879,0,1,0.19011406844106465,0.01857963734490214,0,0,0,0,0,0,1587.0496746548167,0
75,1,0,1,2,63,2139100.2392217647,31340.96360387731,6.668523539228401,5,1,0.19011406844106465,0.014651470222248632,1,1,0,0,0,0,1587.0496746548167,1
22,3,0,1,2,47,3228679.3154241494,44481.3266776672,12.28460990684601,2,1,0.2546689303904924,0.013776941651467268,1,0,0,0,0,1,2127.2069772388854,0
52,4,0,1,1,91,904225.8013463888,15997.95106692241,1.708597091987416,1,2,0.26338893766461813,0.017692429110270056,1,0,0,0,0,0,2197.560707614548,0
40,4,2,1,0,61,152780.16258198724,38005.68797153014,14.90678112290505,2,1,0.19633507853403143,0.24876060374349257,1,0,0,0,0,0,1639.0755613833799,0
46,0,2,1,0,110,2408488.1063580858,1289.6302043507685,16.874087473033043,1,1,0.10897203051216856,0.0005354521766546391,1,0,0,0,1,0,909.008271975275,0
60,0,1,1,1,88,828131.7222518695,34165.413430664754,9.336377790484471,5,0,0.0,0.041256012902393675,1,0,0,0,0,0,0.0,0
28,0,2,1,0,32,824417.4993655119,37660.32466938065,1.5189733601769229,2,1,0.3735990037359901,0.04568113151595335,1,0,0,0,0,1,3124.023742580444,0
35,3,0,1,1,58,3405729.4425877,14225.67397407281,11.64693860193512,4,3,0.6194081211286994,0.004176982984735922,1,0,0,0,1,0,5171.522151353215,0
64,0,1,0,0,31,1330916.0726102935,49907.82954762728,1.097744032907555,4,1,0.3856041131105399,0.03749885526196683,1,0,0,0,0,0,3224.766204450177,0
29,2,0,0,2,83,4207944.167673106,25414.880552655715,16.318868337315486,5,2,0.28873917228103946,0.006039738047739394,1,1,1,0,1,1,2409.348271292615,2
26,2,0,1,0,95,2597962.919569253,19099.861094140742,11.700458585440945,0,0,0.0,0.007351860519929565,0,1,1,0,1,1,0.0,0
27,1,1,0,0,43,3059999.619536037,10064.131357384196,17.417519840190472,3,2,0.5565862708719852,0.0032889322143186467,1,1,1,0,1,1,4650.0813764240875,2
75,0,1,0,0,17,1638483.6581319354,8616.61720401901,7.578847200016456,4,1,0.7009345794392523,0.00525889721796432,1,0,0,0,1,0,5878.894767783656,0
61,4,0,1,1,89,1157883.8789568578,11125.348239448023,5.0031131430657165,1,1,0.13464991023339318,0.009608345314719676,1,0,0,0,1,0,1123.4692731153802,0
34,4,2,0,1,45,836888.8385391317,27271.145595865422,18.77392145481041,5,1,0.26595744680851063,0.032586341236915485,1,0,0,0,0,0,2221.7285047767164,0
78,0,1,1,0,47,3550055.676005313,27291.262483647515,18.015886421809142,2,3,0.7640067911714772,0.007687558984280866,1,0,0,0,1,0,6381.620931716657,0
55,1,1,0,1,87,3461191.113195664,26993.91463003798,1.3205096737964617,2,0,0.0,0.007799024575422729,1,1,0,0,1,0,0.0,0
24,4,0,0,1,45,2488749.991532749,43116.32027580356,17.265727943714328,0,3,0.797872340425532,0.017324488297036453,0,0,0,0,0,1,6665.185514330149,0
63,0,1,1,1,27,3917480.497666915,1075.7919236491578,18.56043004797028,4,1,0.4424778761061947,0.00027461321672021637,1,0,0,0,1,0,3702.332469455757,0
30,1,1,1,1,55,4022830.324926776,14079.535332189098,9.06394161436065,3,0,0.0,0.003499907816133483,1,1,0,0,1,0,0.0,0
57,0,1,1,1,46,2238789.301616323,44396.87799770058,17.854154387841866,3,1,0.26019080659150046,0.019830753062532572,1,0,0,0,0,0,2173.4405564007825,0
59,1,1,1,1,70,3273216.686885431,5896.744221456156,8.945647657001901,3,1,0.17113519680547634,0.001801513546923763,1,1,0,0,1,0,1428.36737608913,1
26,0,0,0,1,118,4564918.66306329,10542.48197611768,1.1444303324859084,3,1,0.1015916017609211,0.0023094566916004107,1,0,0,0,1,1,847.3858147614609,0
67,1,2,0,2,69,453180.3025160769,17010.153809816555,10.92754005830756,5,0,0.0,0.03753506791893813,1,1,0,0,0,0,0.0,0
44,0,0,1,1,88,110039.38462868874,40819.71707127771,18.72044232696133,4,2,0.2723558783477077,0.3709554856151077,1,0,0,0,0,0,2272.4690376093627,0
75,1,1,0,2,38,2393139.8848182894,29608.66493500143,10.682072385356609,4,1,0.31479538300104937,0.01237230844678623,1,1,0,0,0,0,2630.8866087871615,1
19,4,0,0,1,52,1692110.984949106,28227.671574305303,2.7806906961581657,3,1,0.23023791250959327,0.016681926693085707,1,0,0,0,0,1,1922.7071716977505,0
22,3,2,0,1,41,480682.87635428703,46326.37559411195,8.792195678267829,2,1,0.2918287937743191,0.09637617004730875,1,0,0,0,0,1,2438.42965130456,0
46,3,1,1,2,44,791355.1178000213,24879.18447449944,2.124796982208801,2,0,0.0,0.03143871013215512,1,0,0,0,0,0,0.0,0
54,2,2,0,1,111,1324619.0208209667,47403.49958431663,11.70572192157783,5,1,0.1079913606911447,0.03578651558020957,1,1,0,0,0,0,900.8197459688316,1
55,0,2,1,2,107,542010.6462394223,7572.678883469018,12.493788907687987,2,0,0.0,0.013971457565077724,1,0,0,0,0,0,0.0,0
36,0,0,0,1,89,1629444.0569823396,20588.5238632067,13.282540979328072,1,0,0.0,0.012635305672894783,1,0,0,0,0,0,0.0,0
25,4,1,0,1,59,707359.6320104579,41292.30584217128,1.0578168881521075,4,0,0.0,0.05837526399556846,1,0,0,0,0,1,0.0,0
65,0,2,1,2,115,3142235.1559843505,8366.0426017051,16.963089866099914,2,2,0.20847810979847115,0.0026624495493749326,1,0,0,0,1,0,1738.9792191983306,0
62,0,2,1,0,56,3498286.9881455167,9602.904832640646,18.33517799369512,4,1,0.21382751247327156,0.002745030592896255,1,0,0,0,1,0,1785.3954650955188,0
18,2,0,1,1,95,3888675.570615028,19705.2244530793,5.735495257419712,3,1,0.1261564339781329,0.005067335663409275,1,1,1,0,1,1,1052.5207872855487,1
39,0,0,0,0,65,4355341.598944813,46504.60537978328,15.661597635875696,4,1,0.18427518427518427,0.010677602253810384,1,0,0,0,0,0,1538.2248884786954,0
69,0,0,1,1,102,65334.2932607798,9915.32079331563,9.66746009037144,3,1,0.11750881316098707,0.15176286113802945,1,0,0,0,0,0,980.2960494069208,0
34,4,2,0,1,108,923175.9245388788,47825.59758329089,10.62276185077886,5,0,0.0,0.05180550726463586,1,0,0,0,0,0,0.0,0
80,3,0,0,1,43,4082557.69384961,33927.20200044284,4.856297128951887,0,2,0.5565862708719852,0.008310281069255066,0,0,0,0,1,0,4650.0813764240875,0
24,1,0,0,0,117,200919.8186239774,24090.782718632683,17.894750652572625,4,0,0.0,0.11990246499621857,1,1,1,0,0,1,0.0,0
42,4,0,0,1,104,3343934.370397345,1865.2517837869163,19.167067437764157,1,3,0.34575489819439115,0.0005578015509877549,1,0,0,0,1,0,2884.3380444188056,0
62,2,0,0,1,47,944746.0739708194,26711.149369128318,13.09276841849256,4,2,0.5093378607809848,0.028273363417247413,1,1,0,0,0,0,4254.413954477771,2
21,2,2,1,0,18,2556815.291885621,21367.856842087367,3.033824899153026,4,2,1.3245033112582782,0.00835721564491922,1,1,1,0,1,1,11104.941699056079,2
53,0,0,0,0,97,4813415.26528191,39749.889351474936,10.69006277999195,2,0,0.0,0.00825814667510625,1,0,0,0,1,0,0.0,0
23,0,0,1,0,36,3261056.9103908483,28402.39018193932,6.049232323056923,0,0,0.0,0.008709565909243683,0,0,0,0,1,1,0.0,0
77,2,0,0,1,22,1872695.2215382776,48713.9268839942,9.017294753575465,2,1,0.5424954792043399,0.026012736116158845,1,1,0,0,0,0,4543.389368468877,1
48,3,2,1,0,14,3460569.820404001,6483.950056948329,13.490819288876365,3,3,2.5495750708215295,0.0018736654293120755,1,0,0,0,1,0,21413.276231263382,0
36,2,0,1,1,80,77532.08993165399,45833.29328903067,1.4140530753044556,0,1,0.14977533699450823,0.5911524817389647,0,1,0,0,0,0,1249.8437695288087,1
78,0,0,1,2,66,4754968.154093906,19598.80543670747,4.0659996546660775,0,0,0.0,0.0041217532400539564,0,0,0,0,1,0,0.0,0
61,0,0,1,2,55,1755007.911309627,25862.68496943215,14.997518656173446,5,4,0.8708272859216256,0.014736506117951208,1,0,0,0,0,0,7271.405199054718,0
71,3,1,0,2,118,4901575.734243778,42807.1045518611,0.7633717301044785,0,1,0.1015916017609211,0.008733335316124028,0,0,0,0,1,0,847.3858147614609,0
56,0,2,0,1,108,3398250.608064333,34556.64750216584,12.037305356373247,4,0,0.0,0.010168952024453556,1,0,0,0,0,0,0.0,0
44,1,2,0,0,55,1472386.9088683603,47362.1368361382,5.345356335664436,2,1,0.2177068214804064,0.03216690954612633,1,1,0,0,0,0,1817.8512997636794,1
27,0,2,1,0,84,3095571.081929813,49248.61882073196,18.04971663078834,3,1,0.14265335235378032,0.01590938064679685,1,0,0,0,0,1,1190.3344839900012,0
43,0,0,0,0,59,1932234.9426434904,32435.6105219914,16.662024347792244,4,2,0.40595399188092013,0.016786576848543313,1,0,0,0,0,0,3389.256058295204,0
36,2,2,0,0,86,3231846.6512226416,28429.36760127763,18.38670559724431,1,2,0.2786809103576405,0.00879663256997549,1,1,0,0,1,0,2325.311010347634,2
56,2,0,1,1,14,3963770.258843612,13396.048725317316,1.8772862173555205,1,0,0.0,0.0033796228884943606,1,1,0,0,1,0,0.0,0
79,0,1,1,0,83,2380439.8240161315,14498.157085705225,19.89434365246533,1,2,0.28873917228103946,0.0060905370841676885,1,0,0,0,1,0,2409.348271292615,0
20,0,1,1,0,111,1149480.1448122978,13433.89715931579,2.8699444542469665,2,0,0.0,0.011686932656535904,1,0,0,0,0,1,0.0,0
62,3,0,1,1,66,4908192.935023892,39455.01008152832,17.40251100785567,4,0,0.0,0.008038602093165322,1,0,0,0,1,0,0.0,0
30,0,0,1,0,84,2092602.2903948943,31157.990650032876,7.519370113768407,0,3,0.42796005706134094,0.014889590173992,0,0,0,0,0,0,3571.0034519700034,0
67,1,2,0,2,111,923119.9780588888,37052.31598899066,19.10205552743485,4,0,0.0,0.040138136394276595,1,1,0,0,0,0,0.0,0
45,4,2,1,1,108,3709105.978812168,40995.72569369277,0.0208141689215501,4,0,0.0,0.01105272424604441,1,0,0,0,0,0,0.0,0
79,0,0,0,1,98,3293633.146747312,44774.34765500878,13.783408823770678,0,1,0.1222992254382389,0.013594212082570396,0,0,0,0,0,0,1020.3040506070809,0
75,4,0,0,2,78,4092152.5523385215,8200.677178301255,19.91317464746149,1,0,0.0,0.002004000841458085,1,0,0,0,1,0,0.0,0
37,0,2,1,1,54,58297.33250142215,43878.652530628526,13.877342375375424,5,0,0.0,0.752669858485541,1,0,0,0,0,0,0.0,0
45,1,0,0,1,69,1769207.5307888938,32641.707521845456,14.130868723611751,0,0,0.0,0.018449903004195,0,1,0,0,0,0,0.0,0
25,0,2,0,1,68,1606922.9735473974,45981.90032762461,13.344976936657243,1,0,0.0,0.02861487501169239,1,0,0,0,0,1,0.0,0
78,4,2,0,1,117,4622997.149814162,46507.32586905054,19.587453133633392,4,0,0.0,0.010059994471404795,1,0,0,0,0,0,0.0,0
80,0,2,0,0,27,1780857.9265419932,21905.23907440977,14.352120832713863,5,0,0.0,0.01230038546305641,1,0,0,0,0,0,0.0,0
58,0,2,0,2,71,2659793.3717534672,35994.99466067921,9.93870889724797,5,0,0.0,0.013533004070018976,1,0,0,0,0,0,0.0,0
56,4,2,1,0,66,67449.87420495058,41470.84296483375,4.95529081893104,1,0,0.0,0.614839350039832,1,0,0,0,0,0,0.0,0
18,1,2,1,0,57,4050328.143554328,13616.962808176771,15.539929728718548,0,0,0.0,0.003361940635903126,0,1,1,0,1,1,0.0,0
20,1,2,1,2,83,614194.8437310267,24815.47925227109,3.220468099299893,3,1,0.14436958614051973,0.040403267955642114,1,1,1,0,0,1,1204.6741356463076,1
30,0,1,0,1,54,4417545.691257894,13703.928499746336,1.2426885285770115,1,0,0.0,0.0031021588516546984,1,0,0,0,1,0,0.0,0
45,2,0,1,0,12,3688790.936279037,5335.653632245348,15.262366960603288,2,0,0.0,0.0014464505335081504,1,1,0,0,1,0,0.0,0
79,0,1,0,2,74,2804130.543477816,35200.28937682621,7.376684295856575,4,0,0.0,0.012553013743660807,1,0,0,0,0,0,0.0,0
74,0,2,1,2,54,3757976.186749425,29041.317906921984,4.24331371547114,0,2,0.4434589800443459,0.007727914277914308,0,0,0,0,1,0,3703.0179596371045,0
80,1,2,0,1,99,3974806.7294581146,20598.37649887063,15.338954492527918,0,0,0.0,0.005182233464180654,0,1,0,0,1,0,0.0,0
77,0,1,1,2,104,3771118.1739663393,11415.467610102754,17.352658740171123,3,0,0.0,0.003027077660582978,1,0,0,0,1,0,0.0,0
66,4,1,0,0,24,3321439.5224656747,10284.22259361615,2.1098358964948782,1,0,0.0,0.00309631486380896,1,0,0,0,1,0,0.0,0
42,4,2,0,2,120,4409415.328960869,14694.00976772494,8.298974623843261,4,1,0.0999000999000999,0.0033324168031736733,1,0,0,0,1,0,833.2638946754437,0
73,2,0,1,1,69,2143962.2883106032,49125.27202755844,0.4750697667876613,4,0,0.0,0.022913309653937532,1,1,0,0,0,0,0.0,0
50,3,0,1,1,77,2852526.6031894377,48166.10429886312,16.553084320525432,1,2,0.3112033195020747,0.016885418027707072,1,0,0,0,0,0,2597.065316192702,0
55,2,0,0,1,44,4848432.063333448,42394.8781684432,0.1642854742497945,4,0,0.0,0.008744038800010538,1,1,0,0,1,0,0.0,0
70,0,2,0,1,89,1892620.9957906175,4351.0935589092605,7.8102380537922755,2,0,0.0,0.0022989777380662897,1,0,0,0,1,0,0.0,0
23,2,0,0,1,85,3767039.084302774,41761.03436434163,18.05486364851529,1,1,0.14097744360902256,0.011085904159449933,1,1,1,0,0,1,1176.3321962122102,1
75,0,0,0,2,15,1989436.2576877573,38026.18568260575,11.66735127270552,2,0,0.0,0.019114050698795227,1,0,0,0,0,0,0.0,0
61,0,0,0,0,91,2377347.1780690774,46991.94412136161,16.05674017743011,5,0,0.0,0.019766546660578123,1,0,0,0,0,0,0.0,0
62,3,0,0,1,44,1711385.2874314017,23876.063735891228,2.6992694760644187,2,0,0.0,0.01395130820144741,1,0,0,0,0,0,0.0,0
49,1,1,0,0,24,807727.2655882236,26230.383542741176,2.293766761163485,0,0,0.0,0.03247430702849427,0,1,0,0,0,0,0.0,0
62,3,0,0,0,16,4862406.037622773,28817.69146068474,7.087852975381899,4,0,0.0,0.005926632037399199,1,0,0,0,1,0,0.0,0
78,0,0,1,2,19,2264162.9846073403,27752.22630458496,13.462287655050147,4,0,0.0,0.012257168044298798,1,0,0,0,0,0,0.0,0
64,2,1,1,0,54,1432769.500368117,16373.379104754596,3.266472360856194,5,0,0.0,0.011427783035770935,1,1,0,0,0,0,0.0,0
38,0,1,0,1,75,3249101.8933530957,8909.151573816162,1.3109436184287016,3,1,0.1597444089456869,0.002742035134269521,1,0,0,0,1,0,1333.1555792560991,0
33,2,0,1,2,83,599103.8900860478,35876.90580107623,19.51659986058216,4,0,0.0,0.0598842801656329,1,1,0,0,0,0,0.0,0
71,2,2,0,1,106,2739863.5532667832,45715.29472068397,5.815623132897782,5,4,0.45231813041839425,0.016685244963868525,1,1,0,0,0,0,3773.2289406659747,4
38,1,0,1,0,96,2891879.792066723,33652.838552755944,12.488063354772446,1,1,0.12484394506866417,0.011637011513654705,1,1,0,0,0,0,1041.5581710238516,1
28,0,1,1,0,85,1019975.3718658404,41627.23437520343,13.190942852811038,2,2,0.2819548872180451,0.040811999108306664,1,0,0,0,0,1,2352.6643924244204,0
77,0,0,1,1,32,4800090.567729925,26542.64205133125,0.7728716471555774,1,0,0.0,0.005529612748241907,1,0,0,0,1,0,0.0,0
54,0,0,0,2,66,2993658.868131985,25751.786367869765,11.31803631583325,4,0,0.0,0.008602111134298186,1,0,0,0,1,0,0.0,0
